time, system, entity , mmsi, msg_in, msg_out,iter_time
1710839923.49183, caravela-3,7,113,12,8,6.1020941734314
1710839928.64003, caravela-3,7,113,10,5,5.14820194244385
1710839933.7901, caravela-3,7,113,10,5,5.15007400512695
1710839936.88986, caravela-3,7,113,6,3,3.09975600242615
1710839943.08988, caravela-3,7,113,12,6,6.20002698898315
1710839949.23974, caravela-3,7,113,12,6,6.14985489845276
1710839954.34771, caravela-3,7,113,10,5,5.10796904563904
1710839957.44047, caravela-3,7,113,6,3,3.09276604652405
1710839960.54213, caravela-3,7,113,6,3,3.10165190696716
1710839965.73985, caravela-3,7,113,10,5,5.1977231502533
1710839972.19602, caravela-3,7,113,12,7,6.45617580413818
1710839978.4405, caravela-3,7,113,12,7,6.2444760799408
1710839984.62165, caravela-3,7,113,12,6,6.18114805221558
1710839988.74012, caravela-3,7,113,8,4,4.1184709072113
1710840143.61683, caravela,7,111,4,3,
1710840148.76676, caravela,7,111,16,7,5.14992904663086
1710840151.86721, caravela,7,111,9,3,3.10045003890991
1710840158.01727, caravela,7,111,18,6,6.15006399154663
1710840164.317, caravela,7,111,18,7,6.29972791671753
1710840168.41675, caravela,7,111,12,5,4.09974813461304
1710840174.56789, caravela,7,111,16,8,6.15114188194275
1710840178.66715, caravela,7,111,8,4,4.09925818443298
1710840181.76674, caravela,7,111,10,3,3.09959292411804
1710840187.91697, caravela,7,111,18,8,6.15022897720337
1710840191.01678, caravela,7,111,9,3,3.09980988502502
1710840198.21705, caravela,7,111,21,9,7.20027017593384
1710840202.31677, caravela,7,111,12,5,4.09972095489502
1710840210.46673, caravela,7,111,20,13,8.14996004104614
1710840215.51712, caravela,7,111,11,5,5.05038785934448
1710840221.76695, caravela,7,111,18,9,6.24982714653015
1710840225.8668, caravela,7,111,12,4,4.099848985672
1710840231.06698, caravela,7,111,15,5,5.20018291473389
1710840234.1675, caravela,7,111,9,3,3.10052108764648
1710840237.26677, caravela,7,111,9,3,3.0992739200592
1710840137.54543, caravela-3,7,113,5,3,
1710840142.59642, caravela-3,7,113,10,5,5.05099105834961
1710840145.69564, caravela-3,7,113,6,3,3.09921503067017
1710840148.79554, caravela-3,7,113,6,3,3.09989905357361
1710840151.84669, caravela-3,7,113,6,3,3.0511589050293
1710840154.94677, caravela-3,7,113,6,3,3.10007095336914
1710840158.09536, caravela-3,7,113,6,3,3.14859104156494
1710840162.19541, caravela-3,7,113,8,4,4.10005617141724
1710840168.39595, caravela-3,7,113,12,6,6.20054078102112
1710840171.54596, caravela-3,7,113,6,3,3.15001010894775
1710840174.59649, caravela-3,7,113,6,3,3.05052590370178
1710840181.79584, caravela-3,7,113,14,7,7.19934511184692
1710840184.8958, caravela-3,7,113,6,3,3.09996199607849
1710840188.04555, caravela-3,7,113,6,3,3.14975094795227
1710840192.09584, caravela-3,7,113,8,4,4.05029201507568
1710840196.29598, caravela-3,7,113,8,4,4.20013499259949
1710840207.59601, caravela-3,7,113,23,13,11.3000340461731
1710840214.84596, caravela-3,7,113,14,7,7.2499520778656
1710840217.94638, caravela-3,7,113,6,3,3.10041689872742
1710840223.19559, caravela-3,7,113,10,6,5.24921107292175
1710840226.24725, caravela-3,7,113,6,3,3.05165982246399
1710840229.39548, caravela-3,7,113,6,3,3.14823222160339
1710840232.50173, caravela-3,7,113,5,3,3.10625100135803
