time, system, entity , mmsi, msg_in, msg_out,iter_time
1709815728.55712, caravela-2,7,112,12,6,6.14991307258606
1709815733.70712, caravela-2,7,112,10,7,5.14999890327454
1709815740.95717, caravela-2,7,112,15,7,7.2500491142273
1709815745.15852, caravela-2,7,112,10,4,4.20134806632996
1709815748.30735, caravela-2,7,112,6,3,3.1488299369812
1709815753.50714, caravela-2,7,112,10,5,5.19978809356689
1709815756.55782, caravela-2,7,112,6,3,3.05068778991699
1709815761.30751, caravela-2,7,112,9,4,4.74968600273132
1709815766.50711, caravela-2,7,112,10,5,5.19959902763367
1709815769.6072, caravela-2,7,112,6,3,3.100093126297
1709815773.75713, caravela-2,7,112,8,4,4.1499228477478
1709815776.85705, caravela-2,7,112,6,3,3.09992218017578
1709815783.00738, caravela-2,7,112,12,9,6.1503279209137
1709815788.1586, caravela-2,7,112,10,5,5.15122699737549
1709815795.40744, caravela-2,7,112,14,11,7.24883699417114
1709815799.51357, caravela-2,7,112,8,4,4.10613012313843
1709815803.65731, caravela-2,7,112,8,5,4.14374089241028
1709815808.75746, caravela-2,7,112,10,7,5.10014796257019
1709815814.85737, caravela-2,7,112,12,6,6.09991407394409
1709815817.86925, caravela-2,7,112,6,3,3.01187705993652
1709815830.35725, caravela-2,7,112,24,12,12.4879968166351
1709815838.65706, caravela-2,7,112,16,8,8.29981708526611
1709815842.70734, caravela-2,7,112,8,4,4.05027794837952
1709815845.80706, caravela-2,7,112,6,3,3.09971809387207
1709815851.90795, caravela-2,7,112,12,9,6.10089492797852
1709815858.05803, caravela-2,7,112,12,6,6.1500780582428
1709815866.30761, caravela-2,7,112,16,8,8.24957585334778
1709815869.35884, caravela-2,7,112,6,3,3.05123615264893
1709815874.47476, caravela-2,7,112,10,5,5.1159200668335
1709815877.55745, caravela-2,7,112,6,3,3.08268690109253
1709815880.65717, caravela-2,7,112,6,3,3.09971404075623
1709815885.85733, caravela-2,7,112,10,5,5.20016288757324
1709815889.90753, caravela-2,7,112,8,4,4.05020403862
1709815894.0572, caravela-2,7,112,8,4,4.14967107772827
1709815898.20702, caravela-2,7,112,8,5,4.14982104301453
1709815902.30734, caravela-2,7,112,8,5,4.10031890869141
1709815910.50734, caravela-2,7,112,16,8,8.1999990940094
1709815918.75744, caravela-2,7,112,16,13,8.25009298324585
1709815921.857, caravela-2,7,112,6,3,3.09956288337708
1709815925.95751, caravela-2,7,112,8,5,4.10050892829895
1709815932.15924, caravela-2,7,112,12,8,6.20173120498657
1709815935.25729, caravela-2,7,112,6,3,3.09804701805115
1709815945.55717, caravela-2,7,112,11,7,10.2998878955841
1709815949.70828, caravela-2,7,112,7,5,4.15110898017883
1709815957.95954, caravela-2,7,112,16,8,8.25125908851624
1709815963.10773, caravela-2,7,112,10,5,5.14819097518921
1709815966.20691, caravela-2,7,112,6,3,3.09917497634888
1709815970.20728, caravela-2,7,112,8,4,4.00037002563477
1709815973.30866, caravela-2,7,112,6,3,3.10138487815857
1709815976.40782, caravela-2,7,112,6,3,3.0991530418396
1709815979.50765, caravela-2,7,112,6,3,3.09983992576599
1709815983.60729, caravela-2,7,112,8,4,4.09963512420654
1709815987.65713, caravela-2,7,112,4,4,4.04984188079834
1709815991.75712, caravela-2,7,112,4,4,4.09998512268066
1709815994.85707, caravela-2,7,112,3,3,3.09995102882385
1709820926.10073, caravela,7,111,2,3,
1709820929.15157, caravela,7,111,3,3,3.05084204673767
1709820934.40321, caravela,7,111,5,5,5.25164008140564
1709820941.65064, caravela,7,111,17,10,7.24742388725281
1709820945.75064, caravela,7,111,12,4,4.10000395774841
1709820949.90158, caravela,7,111,12,5,4.15093803405762
1709820956.65025, caravela,7,111,21,7,6.74867510795593
1709820961.75581, caravela,7,111,15,6,5.10556101799011
1709820964.85059, caravela,7,111,9,3,3.09477186203003
1709820969.0011, caravela,7,111,12,4,4.15051102638245
1709820977.15035, caravela,7,111,24,9,8.14925694465637
1709820980.25033, caravela,7,111,9,3,3.09997320175171
1709820986.40054, caravela,7,111,13,8,6.15021586418152
1709820989.4505, caravela,7,111,9,3,3.0499529838562
1709820994.55038, caravela,7,111,15,5,5.09988713264465
1709821000.70037, caravela,7,111,18,7,6.14998197555542
1709821006.85351, caravela,7,111,18,8,6.15314388275147
1709821016.10178, caravela,7,111,24,13,9.24826812744141
1709821021.25155, caravela,7,111,15,5,5.14977502822876
1709821025.35161, caravela,7,111,12,4,4.10005497932434
1709821031.50588, caravela,7,111,18,6,6.15426898002625
1709821036.65145, caravela,7,111,15,5,5.14557790756226
1709821040.80041, caravela,7,111,12,4,4.14895606040955
1709821046.00439, caravela,7,111,15,7,5.20398306846619
1709821049.1017, caravela,7,111,9,3,3.09730982780457
1709821052.25036, caravela,7,111,9,3,3.14865803718567
1709821055.30025, caravela,7,111,9,3,3.04989194869995
1709821059.3505, caravela,7,111,12,4,4.05024218559265
1709821062.45033, caravela,7,111,9,3,3.0998318195343
1709821067.55051, caravela,7,111,15,5,5.10017800331116
1709821070.65046, caravela,7,111,9,3,3.0999550819397
1709821074.70046, caravela,7,111,12,4,4.04999995231628
1709821078.80061, caravela,7,111,12,4,4.10014796257019
1709821083.95045, caravela,7,111,15,5,5.14984703063965
1709821088.05047, caravela,7,111,12,4,4.10001611709595
1709821094.2005, caravela,7,111,18,6,6.15002584457397
1709821098.30043, caravela,7,111,12,5,4.09992909431458
1709821101.3517, caravela,7,111,9,3,3.05127096176147
1709821108.50121, caravela,7,111,21,7,7.14951610565186
1709821111.60053, caravela,7,111,9,3,3.09931302070618
1709821115.70207, caravela,7,111,12,4,4.1015408039093
1709821118.75186, caravela,7,111,9,3,3.04979705810547
1709821123.95054, caravela,7,111,15,5,5.1986711025238
1709821127.05069, caravela,7,111,9,3,3.10015296936035
1709821130.10358, caravela,7,111,9,3,3.05288791656494
1709821133.15302, caravela,7,111,9,3,3.04944014549255
1709821138.30188, caravela,7,111,15,5,5.14886689186096
1709821142.4511, caravela,7,111,12,4,4.1492121219635
1709821145.55066, caravela,7,111,9,3,3.09956383705139
1709821151.75069, caravela,7,111,18,9,6.200031042099
1709821155.85184, caravela,7,111,12,5,4.10115313529968
1709821160.00037, caravela,7,111,12,4,4.1485288143158
1709821167.30046, caravela,7,111,21,11,7.30008411407471
1709821171.35144, caravela,7,111,12,5,4.05097985267639
1709821175.50035, caravela,7,111,12,4,4.14891815185547
1709821183.85028, caravela,7,111,27,9,8.34992289543152
1709821191.05038, caravela,7,111,21,7,7.20010209083557
1709821196.10112, caravela,7,111,12,5,5.05074501037598
1709821202.25032, caravela,7,111,21,8,6.14919495582581
1709821211.45103, caravela,7,111,9,3,9.20071005821228
1709821218.75084, caravela,7,111,24,10,7.29981088638306
1709821226.95094, caravela,7,111,12,3,8.20009899139404
1709821241.45047, caravela,7,111,19,6,14.4995300769806
1709820935.64843, caravela-2,7,112,23,6,
1709820938.74765, caravela-2,7,112,6,3,3.09922003746033
1709820943.79854, caravela-2,7,112,10,5,5.05088806152344
1709820946.89755, caravela-2,7,112,5,3,3.0990149974823
1709820950.94787, caravela-2,7,112,8,4,4.05031800270081
1709820956.04943, caravela-2,7,112,10,5,5.10156297683716
1709820959.09762, caravela-2,7,112,6,3,3.04818892478943
1709820962.19794, caravela-2,7,112,6,3,3.10031509399414
1709820965.2976, caravela-2,7,112,6,3,3.09966492652893
1709820968.39789, caravela-2,7,112,6,3,3.10029101371765
1709820971.49778, caravela-2,7,112,6,3,3.09988403320312
1709820974.54783, caravela-2,7,112,6,3,3.05005192756653
1709820980.69797, caravela-2,7,112,12,6,6.15013790130615
1709820983.79761, caravela-2,7,112,6,3,3.09964513778687
1709820987.84963, caravela-2,7,112,8,4,4.05202293395996
1709820991.89821, caravela-2,7,112,8,4,4.04857301712036
1709820994.95139, caravela-2,7,112,6,3,3.05318307876587
1709821001.14786, caravela-2,7,112,12,6,6.19646787643433
1709821004.24797, caravela-2,7,112,6,3,3.1001091003418
1709821014.19757, caravela-2,7,112,19,12,9.94960498809814
1709821018.29778, caravela-2,7,112,8,5,4.10020804405212
1709821024.54783, caravela-2,7,112,12,8,6.25004601478577
1709821029.64765, caravela-2,7,112,10,7,5.09982180595398
1709821034.74785, caravela-2,7,112,10,5,5.10020804405212
1709821039.89787, caravela-2,7,112,10,5,5.15001606941223
1709821042.99854, caravela-2,7,112,6,3,3.10066604614258
1709821046.09758, caravela-2,7,112,6,3,3.09904003143311
1709821049.19764, caravela-2,7,112,6,3,3.10006380081177
1709821052.19821, caravela-2,7,112,6,3,3.00056409835815
1709821055.29765, caravela-2,7,112,6,3,3.09944105148315
1709821060.49801, caravela-2,7,112,10,5,5.20036697387695
1709821064.59791, caravela-2,7,112,8,4,4.09989905357361
1709821067.70472, caravela-2,7,112,6,3,3.10680484771729
1709821071.79777, caravela-2,7,112,8,5,4.09304904937744
1709821076.89773, caravela-2,7,112,10,5,5.09996104240418
1709821080.94789, caravela-2,7,112,8,5,4.05016207695007
1709821087.14822, caravela-2,7,112,12,8,6.20033192634583
1709821092.24775, caravela-2,7,112,10,5,5.09953188896179
1709821095.301, caravela-2,7,112,6,3,3.0532431602478
1709821101.49775, caravela-2,7,112,12,9,6.19675087928772
1709821104.59777, caravela-2,7,112,6,3,3.10002613067627
1709821109.69771, caravela-2,7,112,10,5,5.09994101524353
1709821112.74783, caravela-2,7,112,6,3,3.05011892318726
1709821116.84909, caravela-2,7,112,8,5,4.10125708580017
1709821119.99768, caravela-2,7,112,6,3,3.14858889579773
1709821123.09754, caravela-2,7,112,6,3,3.09985709190369
1709821127.14834, caravela-2,7,112,8,4,4.05080199241638
1709821131.29806, caravela-2,7,112,8,5,4.14972186088562
1709821135.39839, caravela-2,7,112,8,4,4.10033106803894
1709821138.49757, caravela-2,7,112,6,3,3.09917807579041
1709821145.6977, caravela-2,7,112,14,7,7.20012998580933
1709821149.79778, caravela-2,7,112,8,4,4.10008382797241
1709821153.8987, caravela-2,7,112,8,4,4.10091614723206
1709821161.09779, caravela-2,7,112,14,7,7.19909501075745
1709821165.14792, caravela-2,7,112,8,4,4.05012583732605
1709821168.19853, caravela-2,7,112,6,3,3.05061316490173
1709821175.34814, caravela-2,7,112,14,10,7.14960694313049
1709821178.44812, caravela-2,7,112,5,3,3.09998106956482
1709821182.54789, caravela-2,7,112,9,5,4.09976696968079
1709821185.59763, caravela-2,7,112,5,3,3.04974007606506
1709821188.6483, caravela-2,7,112,6,3,3.05066990852356
1709821192.79769, caravela-2,7,112,9,5,4.14939403533936
1709821196.84797, caravela-2,7,112,7,4,4.05027794837952
1709821205.04967, caravela-2,7,112,7,3,8.20169496536255
1709821208.14751, caravela-2,7,112,6,3,3.09784913063049
1709821213.24803, caravela-2,7,112,9,5,5.10051894187927
1709821216.34794, caravela-2,7,112,6,3,3.09990406036377
1709821232.79848, caravela-2,7,112,10,3,16.4505388736725
1709821235.89813, caravela-2,7,112,6,3,3.09965300559998
1709821238.94971, caravela-2,7,112,6,3,3.05158400535583
1709821141.55196, caravela,7,111,4,5,
1709821146.70265, caravela,7,111,11,7,5.15068507194519
1709821150.85124, caravela,7,111,12,4,4.14859795570374
1709821154.95216, caravela,7,111,12,5,4.10091304779053
1709821160.10127, caravela,7,111,15,7,5.14911603927612
1709821165.80125, caravela,7,111,18,7,5.69997787475586
1709821168.90133, caravela,7,111,9,3,3.10007500648499
1709821175.1015, caravela,7,111,18,8,6.20017194747925
1709821179.25119, caravela,7,111,15,5,4.1496889591217
1709821182.25417, caravela,7,111,10,3,3.00298309326172
1709821189.55124, caravela,7,111,21,9,7.29706597328186
1709821193.65325, caravela,7,111,9,4,4.10201692581177
1709821196.75115, caravela,7,111,12,3,3.0978991985321
1709821201.9011, caravela,7,111,15,7,5.14995098114014
1709821204.9516, caravela,7,111,9,3,3.05050086975098
1709821208.00119, caravela,7,111,9,3,3.04958605766296
1709821213.15138, caravela,7,111,15,6,5.15019202232361
1709821216.2513, caravela,7,111,9,3,3.09992098808289
1709821222.45244, caravela,7,111,18,9,6.20113897323608
1709821225.55137, caravela,7,111,9,3,3.09892511367798
1709821234.75137, caravela,7,111,22,13,9.20000100135803
1709821239.90113, caravela,7,111,15,6,5.14976501464844
1709821243.00207, caravela,7,111,9,3,3.1009349822998
1709821249.2011, caravela,7,111,18,9,6.19903302192688
1709821252.25164, caravela,7,111,9,3,3.05053997039795
1709821258.50139, caravela,7,111,18,9,6.24974799156189
1709821263.6016, caravela,7,111,15,7,5.10020685195923
1709821266.65124, caravela,7,111,9,3,3.04964017868042
1709821269.70123, caravela,7,111,7,3,3.04999685287476
1709821274.90205, caravela,7,111,12,5,5.20081806182861
1709821279.00144, caravela,7,111,12,4,4.09938502311707
1709821285.3554, caravela,7,111,15,9,6.35396599769592
1709821288.40286, caravela,7,111,10,3,3.04746007919312
1709821293.50194, caravela,7,111,12,7,5.09908294677734
1709821299.7028, caravela,7,111,21,8,6.20085883140564
1709821303.85142, caravela,7,111,12,4,4.14861416816711
1709821306.90151, caravela,7,111,6,3,3.0500910282135
1709821309.95191, caravela,7,111,9,3,3.05040383338928
1709821314.05189, caravela,7,111,12,4,4.09997415542603
1709821320.2518, caravela,7,111,21,8,6.19991588592529
1709821324.40125, caravela,7,111,12,5,4.14945006370544
1709821328.45132, caravela,7,111,12,5,4.05007004737854
1709821332.55298, caravela,7,111,9,4,4.1016538143158
1709821339.70179, caravela,7,111,21,7,7.14881610870361
1709821345.85153, caravela,7,111,18,6,6.1497368812561
1709821349.90236, caravela,7,111,12,4,4.05083012580872
1709821354.05206, caravela,7,111,12,5,4.1497049331665
1709821359.15173, caravela,7,111,15,5,5.09966516494751
1709821366.30206, caravela,7,111,21,7,7.15033197402954
1709821370.45113, caravela,7,111,12,5,4.14906883239746
1709821373.45355, caravela,7,111,9,3,3.00242304801941
1709821378.60123, caravela,7,111,15,5,5.14768195152283
1709821384.7537, caravela,7,111,18,6,6.15246820449829
1709821387.85129, caravela,7,111,9,3,3.0975878238678
1709821394.00122, caravela,7,111,18,8,6.1499330997467
1709821402.15174, caravela,7,111,24,8,8.15051102638245
1709821407.2513, caravela,7,111,15,6,5.09956192970276
1709821413.40123, caravela,7,111,18,6,6.14993596076965
1709821417.50218, caravela,7,111,12,4,4.10094213485718
1709821420.55138, caravela,7,111,9,3,3.04920792579651
1709821425.6599, caravela,7,111,15,5,5.10851907730103
1709821432.95122, caravela,7,111,13,5,7.2913179397583
1709821445.30167, caravela,7,111,31,8,12.3504528999329
1709821144.69219, caravela-2,7,112,13,4,
1709821148.74258, caravela-2,7,112,8,4,4.0503888130188
1709821152.84218, caravela-2,7,112,8,4,4.09960103034973
1709821157.89247, caravela-2,7,112,10,5,5.05029010772705
1709821164.04236, caravela-2,7,112,11,6,6.14988493919373
1709821167.09237, caravela-2,7,112,6,3,3.05000996589661
1709821173.24379, caravela-2,7,112,13,6,6.15142416954041
1709821177.41746, caravela-2,7,112,11,4,4.17366600036621
1709821180.4926, caravela-2,7,112,6,3,3.07514691352844
1709821183.59282, caravela-2,7,112,6,3,3.10021805763245
1709821190.24269, caravela-2,7,112,13,8,6.64987182617188
1709821195.34314, caravela-2,7,112,9,5,5.1004421710968
1709821200.49221, caravela-2,7,112,10,5,5.14907598495483
1709821203.54239, caravela-2,7,112,6,3,3.05017495155334
1709821206.54346, caravela-2,7,112,6,3,3.00107598304749
1709821211.64247, caravela-2,7,112,10,5,5.09900307655335
1709821214.74228, caravela-2,7,112,6,3,3.09981799125671
1709821220.99233, caravela-2,7,112,12,6,6.25004100799561
1709821224.09284, caravela-2,7,112,6,3,3.10050988197327
1709821234.39394, caravela-2,7,112,20,11,10.3011009693146
1709821238.49328, caravela-2,7,112,8,4,4.09934902191162
1709821241.59223, caravela-2,7,112,6,3,3.09894800186157
1709821247.79246, caravela-2,7,112,12,6,6.20022797584534
1709821250.79271, caravela-2,7,112,6,3,3.000244140625
1709821256.9922, caravela-2,7,112,12,6,6.19949698448181
1709821262.09329, caravela-2,7,112,10,5,5.10108685493469
1709821265.24233, caravela-2,7,112,6,3,3.14904308319092
1709821268.2928, caravela-2,7,112,6,3,3.05046510696411
1709821273.4934, caravela-2,7,112,10,5,5.2006049156189
1709821278.64357, caravela-2,7,112,11,6,5.15016508102417
1709821282.89608, caravela-2,7,112,7,4,4.25251293182373
1709821288.04273, caravela-2,7,112,9,6,5.14664888381958
1709821291.15409, caravela-2,7,112,7,3,3.1113600730896
1709821294.24218, caravela-2,7,112,6,3,3.08808708190918
1709821298.34269, caravela-2,7,112,7,4,4.10050892829895
1709821301.39594, caravela-2,7,112,6,3,3.05325198173523
1709821304.54267, caravela-2,7,112,7,3,3.14672899246216
1709821307.59248, caravela-2,7,112,6,3,3.04981112480164
1709821310.69217, caravela-2,7,112,6,3,3.09968996047974
1709821313.69319, caravela-2,7,112,5,3,3.00102496147156
1709821318.84323, caravela-2,7,112,10,5,5.15003395080566
1709821322.94359, caravela-2,7,112,8,4,4.10036706924439
1709821326.0429, caravela-2,7,112,6,3,3.09930992126465
1709821329.19321, caravela-2,7,112,7,3,3.15030407905579
1709821336.44241, caravela-2,7,112,14,11,7.24920701980591
1709821342.69221, caravela-2,7,112,12,9,6.24979591369629
1709821346.79233, caravela-2,7,112,8,4,4.10012197494507
1709821351.89226, caravela-2,7,112,10,5,5.0999231338501
1709821355.94228, caravela-2,7,112,8,4,4.05002093315125
1709821363.04325, caravela-2,7,112,14,9,7.10097599029541
1709821368.19268, caravela-2,7,112,10,5,5.14942502975464
1709821371.29223, caravela-2,7,112,6,3,3.09955406188965
1709821376.44227, caravela-2,7,112,10,5,5.15004181861877
1709821381.49262, caravela-2,7,112,10,5,5.05034899711609
1709821385.59231, caravela-2,7,112,8,4,4.09969019889832
1709821391.74291, caravela-2,7,112,12,6,6.15059399604797
1709821398.99231, caravela-2,7,112,14,10,7.2493999004364
1709821405.14256, caravela-2,7,112,12,6,6.15025305747986
1709821410.24222, caravela-2,7,112,10,7,5.09965705871582
1709821414.34237, caravela-2,7,112,8,5,4.10014986991882
1709821418.44254, caravela-2,7,112,8,4,4.100172996521
1709821424.04229, caravela-2,7,112,9,5,5.59975409507751
1709821435.44256, caravela-2,7,112,15,5,11.4002618789673
1709821438.49279, caravela-2,7,112,6,3,3.05023503303528
1709821443.64221, caravela-2,7,112,10,5,5.14942407608032
1709821471.34237, caravela-2,7,112,13,7,27.7001569271088
1709821474.44221, caravela-2,7,112,3,3,3.09984111785889
1710842208.07224, caravela,7,111,5,3,
1710842212.22328, caravela,7,111,13,4,4.15103697776794
1710842221.57229, caravela,7,111,25,10,9.34901309013367
1710842226.77217, caravela,7,111,15,5,5.19987893104553
1710842234.47247, caravela,7,111,22,9,7.70029497146606
1710842237.62293, caravela,7,111,12,3,3.1504590511322
1710842245.82298, caravela,7,111,24,12,8.20005798339844
1710842249.9223, caravela,7,111,12,5,4.09931898117065
1710842254.12226, caravela,7,111,12,4,4.19996190071106
1710842261.33707, caravela,7,111,21,7,7.21481013298035
1710842264.37514, caravela,7,111,9,3,3.0380699634552
1710842268.52253, caravela,7,111,9,5,4.14738702774048
1710842276.7223, caravela,7,111,26,9,8.19976902008057
1710842279.82342, caravela,7,111,9,3,3.10111689567566
1710842284.97351, caravela,7,111,17,5,5.15009498596191
1710842288.07224, caravela,7,111,11,3,3.09872508049011
1710842292.17255, caravela,7,111,13,4,4.10030889511108
1710842296.27354, caravela,7,111,14,4,4.10099411010742
1710842302.37343, caravela,7,111,19,9,6.09988689422607
1710842309.57337, caravela,7,111,21,7,7.19993901252747
1710842316.82267, caravela,7,111,22,7,7.24930715560913
1710842322.92289, caravela,7,111,20,7,6.10021591186523
1710842325.97528, caravela,7,111,10,3,3.05239510536194
1710842329.12253, caravela,7,111,9,3,3.14724087715149
1710842332.22228, caravela,7,111,11,3,3.09975004196167
1710842338.37337, caravela,7,111,18,6,6.15109205245972
1710842343.47303, caravela,7,111,15,6,5.09965896606445
1710842350.67213, caravela,7,111,22,7,7.19910788536072
1710842357.92509, caravela,7,111,25,7,7.25295805931091
1710842361.02224, caravela,7,111,9,3,3.09714913368225
1710842366.12255, caravela,7,111,17,5,5.10030579566956
1710842374.32253, caravela,7,111,25,12,8.19997811317444
1710842377.42249, caravela,7,111,9,3,3.09996104240417
1710842384.52297, caravela,7,111,21,9,7.10048699378967
1710842389.67342, caravela,7,111,15,7,5.15044403076172
1710842392.82236, caravela,7,111,9,3,3.14894199371338
1710842398.97481, caravela,7,111,18,8,6.15245079994202
1710842403.07397, caravela,7,111,8,5,4.09915804862976
1710842412.4233, caravela,7,111,26,12,9.34932899475098
1710842415.5229, caravela,7,111,10,3,3.0995991230011
1710842418.57237, caravela,7,111,9,3,3.04947185516357
1710842423.67227, caravela,7,111,15,7,5.09989809989929
1710842428.77266, caravela,7,111,15,7,5.10039710998535
1710842432.92321, caravela,7,111,12,4,4.15054488182068
1710842436.03182, caravela,7,111,9,3,3.10861396789551
1710842439.07322, caravela,7,111,9,3,3.04140210151672
1710842447.32235, caravela,7,111,21,13,8.24913001060486
1710842450.42213, caravela,7,111,6,3,3.09977602958679
1710842457.62219, caravela,7,111,22,8,7.20005798339844
1710842461.67292, caravela,7,111,12,4,4.05072784423828
1710842465.82227, caravela,7,111,12,4,4.14935803413391
1710842474.12266, caravela,7,111,24,11,8.30039095878601
1710842478.44163, caravela,7,111,12,4,4.3189640045166
1710842482.37229, caravela,7,111,10,4,3.93065595626831
1710842485.47295, caravela,7,111,6,3,3.1006600856781
1710842493.67344, caravela,7,111,24,9,8.20049500465393
1710842497.87225, caravela,7,111,12,4,4.19881010055542
1710842507.17404, caravela,7,111,16,5,9.30178499221802
1710842511.27307, caravela,7,111,13,4,4.09903287887573
1710842514.37222, caravela,7,111,9,3,3.09915494918823
1710842205.76541, caravela-2,7,112,4,3,
1710842209.91574, caravela-2,7,112,8,4,4.15032911300659
1710842214.06522, caravela-2,7,112,7,3,4.14948296546936
1710842217.16738, caravela-2,7,112,6,3,3.10215210914612
1710842220.16529, caravela-2,7,112,6,3,2.9979100227356
1710842224.22158, caravela-2,7,112,8,4,4.05629277229309
1710842227.36554, caravela-2,7,112,7,3,3.14395904541016
1710842232.46526, caravela-2,7,112,11,5,5.09972405433655
1710842235.56558, caravela-2,7,112,5,3,3.10032200813293
1710842238.61716, caravela-2,7,112,6,3,3.05157494544983
1710842244.81538, caravela-2,7,112,12,6,6.19821810722351
1710842247.86678, caravela-2,7,112,6,3,3.05139899253845
1710842253.06526, caravela-2,7,112,10,5,5.19848895072937
1710842256.1156, caravela-2,7,112,6,3,3.05033302307129
1710842259.16641, caravela-2,7,112,6,3,3.05081701278687
1710842262.26719, caravela-2,7,112,6,3,3.10077500343323
1710842266.96615, caravela-2,7,112,9,4,4.69895887374878
1710842272.11551, caravela-2,7,112,11,6,5.14936518669128
1710842275.21807, caravela-2,7,112,6,3,3.10255789756775
1710842278.31529, caravela-2,7,112,7,3,3.09721493721008
1710842283.46614, caravela-2,7,112,12,5,5.15084910392761
1710842286.56994, caravela-2,7,112,8,3,3.10380792617798
1710842289.66524, caravela-2,7,112,6,3,3.09529495239258
1710842294.81521, caravela-2,7,112,12,5,5.14996719360352
1710842300.91832, caravela-2,7,112,13,6,6.10311889648438
1710842304.01522, caravela-2,7,112,6,3,3.0968930721283
1710842307.01591, caravela-2,7,112,6,3,3.00069284439087
1710842314.2153, caravela-2,7,112,16,8,7.19939017295837
1710842318.36563, caravela-2,7,112,8,4,4.1503279209137
1710842321.42661, caravela-2,7,112,7,3,3.06098103523254
1710842324.51585, caravela-2,7,112,7,3,3.08924198150635
1710842327.61532, caravela-2,7,112,7,3,3.09946799278259
1710842330.66609, caravela-2,7,112,8,3,3.05077195167541
1710842335.76605, caravela-2,7,112,10,6,5.09995913505554
1710842341.91523, caravela-2,7,112,12,6,6.14918088912964
1710842348.11566, caravela-2,7,112,12,6,6.20042896270752
1710842352.26727, caravela-2,7,112,10,5,4.15161395072937
1710842356.36507, caravela-2,7,112,11,4,4.09779810905457
1710842359.46731, caravela-2,7,112,6,3,3.10224199295044
1710842363.56643, caravela-2,7,112,9,4,4.0991199016571
